Transect,Quadrat,Distance_on_transect,Day_surveyed,Month_surveyed,Year_surveyed,Balanus_glandula,Semibalanus_cariosus,Cthamalus,cyprids,Cancer_productus,Hemigrapsus_nudus,other_Hemigrapsus,Lophopanopeus_bellus,Pagarus,Pugettia_gracilis,Heptocarpus,Idotea,other_isopods,Cryptochiton_stelleri,Katharina_tunicata,Mopalia,Tonicella,other_chiton,Amphisa,Bittium,Calliostoma_ligatum,Crepidula ,Littorina,Lirabuccinum_dirum,Lottia_digitalis,other_Lottia_and_Tectura,Margarites,Nucella_lamellosa,Nucella_ostrina,Anthopleura_elegantissima,Stronglyocentrotus_drobachiensis,Mytilus,Diodora_aspera,Diadumene_lineata,Epiactus ,Urticina_cassicornis,Cucumaria_miniata,Leptasterias_hexactis,Henricia,Strongylocentrotus_purpuratus,Strongylocentrotus_fransciscanus,Aeolidia_papillosa,Archidoris_montereyensis,Onchidoris,Rostanga_pulchara,Ophilitaspongia_pennata,Parenemertes_peregrina,Dendrobeania ,Styela_gibbsi,Arctonoe_vittata,Dodecaceria_fewkesi,Sabellidae,Serpullidae,Haliclona
6,2,2,4,5,2018,247,21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,9,9,4,5,2018,4714,57,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,17,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,5,16,5,2018,11,0,0,0,0,2,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,18,18,16,5,2018,775,242,1075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,49,0,60,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,21,21,16,5,2018,0,123,0,871,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,19,19,16,5,2018,0,53,0,1940,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,7,3,15,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,16,16,16,5,2018,325,130,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,1,40,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,10,10,16,5,2018,25,13,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,13,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,7,16,5,2018,17,5,179,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,7,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,18,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,15,15,18,,2018,30,21,18,1573,0,0,2,0,165,1,0,3,0,0,2,1,2,0,0,0,0,0,18,51,0,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,8,8,16,5,2018,30,23,41,0,0,6,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,219,2,10,8,0,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,34,34,18,5,2018,600,177,2575,3000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,145,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,32,32,18,5,2018,0,0,0,990,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,93,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,30,30,18,5,2018,0,1075,0,4100,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,1,0,0,27,33,30,107,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,21,21,18,5,2018,0,231,0,0,0,0,7,0,36,0,0,2,0,0,5,0,0,0,0,0,0,0,57,14,7,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,38,38,18,5,2018,0,0,1683,0,0,0,0,1,4,6,3,0,0,0,17,0,0,0,0,0,0,0,0,15,0,0,0,47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,24,24,18,5,2018,0,323,0,1380,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,27,7,102,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,35,35,18,5,2018,0,2,0,3024,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,5,0,157,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,13,13,18,5,2018,50,19,115,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,218,4,4,16,1,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,42,42,18,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8,8,18,5,2018,12,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,1,NA,14,NA,NA,NA,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,
1,2,2,NA,NA,1973,0,21,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,8,NA,3,NA,NA,NA,1,0,0,1,0,2,NA,2,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,600,0,6,
1,4,4,NA,NA,1973,0,8,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,4,NA,1,NA,NA,NA,3,0,0,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,500,0,0,
1,5,5,NA,NA,1973,0,171,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,6,NA,0,NA,NA,NA,0,0,0,1,0,2,NA,2,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
1,9,9,NA,NA,1973,0,134,NA,NA,NA,0,NA,NA,0,2,NA,NA,0,NA,8,NA,0,NA,NA,NA,1,0,0,13,0,5,NA,15,0,0,0,0,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,150,0,0,
1,12,12,NA,NA,1973,0,250,NA,NA,NA,1,NA,NA,1,11,NA,NA,0,NA,6,NA,0,NA,NA,NA,0,0,0,18,0,14,NA,6,2,0,0,0,0,0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
1,13,13,NA,NA,1973,0,50,NA,NA,NA,0,NA,NA,1,6,NA,NA,0,NA,14,NA,3,NA,NA,NA,2,0,0,17,0,8,NA,8,0,0,0,0,0,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,75,0,0,
1,14,14,NA,NA,1973,0,300,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,6,NA,1,NA,NA,NA,0,0,0,8,0,6,NA,8,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,900,0,0,
1,14,14,NA,NA,1973,0,300,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,6,NA,1,NA,NA,NA,0,0,0,8,0,6,NA,8,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,900,0,0,
1,15,15,NA,NA,1973,0,3,NA,NA,NA,1,NA,NA,2,3,NA,NA,0,NA,12,NA,2,NA,NA,NA,0,0,0,5,0,0,NA,2,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1800,0,0,
1,16,16,NA,NA,1973,0,40,NA,NA,NA,0,NA,NA,1,1,NA,NA,0,NA,8,NA,2,NA,NA,NA,0,0,0,1,0,2,NA,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,25,0,0,
1,16,16,NA,NA,1973,0,40,NA,NA,NA,0,NA,NA,1,1,NA,NA,0,NA,8,NA,2,NA,NA,NA,0,0,0,1,0,2,NA,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,25,0,0,
1,23,23,NA,NA,1973,0,106,NA,NA,NA,0,NA,NA,1,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,250,0,0,56,NA,0,2,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
1,25,25,NA,NA,1973,15,0,NA,NA,NA,3,NA,NA,100,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,4,0,25,NA,0,0,0,0,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
1,27,27,NA,NA,1973,10,0,NA,NA,NA,75,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,20,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
1,27,27,NA,NA,1973,10,0,NA,NA,NA,75,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,20,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
1,33,33,NA,NA,1973,10,0,NA,NA,NA,0,NA,NA,200,1,NA,NA,0,NA,1,NA,0,NA,NA,NA,0,0,375,2,24,50,NA,0,8,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
1,34,34,NA,NA,1973,70,13,NA,NA,NA,1,NA,NA,50,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,140,0,61,5,NA,0,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
1,36,36,NA,NA,1973,120,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,21,0,1,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
1,40,40,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,60,0,22,10,NA,0,0,0,0,6,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
2,0,0,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,0,1,
2,8,8,NA,NA,1973,0,131,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,7,NA,1,NA,NA,NA,0,0,0,12,0,1,NA,2,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,
2,11,11,NA,NA,1973,0,80,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,10,NA,0,NA,NA,NA,0,0,0,1,0,4,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,200,2,0,
2,15,15,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,1,3,NA,NA,0,NA,0,NA,4,NA,NA,NA,1,0,0,2,0,0,NA,5,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,800,0,0,
2,28,28,NA,NA,1973,400,24,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,41,0,50,0,NA,0,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
2,29,29,NA,NA,1973,74,52,NA,NA,NA,0,NA,NA,2,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,30,0,47,0,NA,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
2,33,33,NA,NA,1973,380,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,100,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
2,37,37,NA,NA,1973,125,1,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,175,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
2,40,40,NA,NA,1973,0,0,NA,NA,NA,20,NA,NA,15,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,100,0,0,0,NA,0,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
2,46,46,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
3,6,6,NA,NA,1973,0,100,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,1,22,NA,3,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
3,6,6,NA,NA,1973,0,100,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,1,22,NA,3,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
3,11,11,NA,NA,1973,0,92,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,72,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
3,21,21,NA,NA,1973,360,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,127,0,1,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
3,24,24,NA,NA,1973,93,17,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,180,0,30,74,NA,0,3,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
3,27,27,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,77,0,2,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
3,30,30,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,11,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
3,31,31,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
3,31,31,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
3,33,33,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
4,4,4,NA,NA,1973,200,35,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,90,0,140,20,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
4,4,4,NA,NA,1973,200,35,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,90,0,140,20,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
4,5,5,NA,NA,1973,150,54,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,200,0,56,,NA,0,0,0,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
4,7,7,NA,NA,1973,16,76,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,12,0,96,2,NA,0,12,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
4,17,17,NA,NA,1973,66,32,NA,NA,NA,1,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,55,0,75,,NA,0,0,34,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
4,26,26,NA,NA,1973,50,34,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,175,0,75,25,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
4,30,30,NA,NA,1973,48,0,NA,NA,NA,1,NA,NA,12,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,126,0,53,39,NA,0,5,5,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
4,31,31,NA,NA,1973,38,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,88,0,59,1,NA,0,0,50,0,0,0,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
4,34,34,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
4,35,35,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
5,3,3,NA,NA,1973,0,0,NA,NA,NA,0,NA,NA,0,4,NA,NA,0,NA,10,NA,1,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,25,
5,5,5,NA,NA,1973,0,30,NA,NA,NA,0,NA,NA,0,2,NA,NA,0,NA,13,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,1,2,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,
